CONTEXT,HYPOTHESIS,LABEL,CONTEXT_FROM,HYPOTHESIS_FROM,CONTEXT_ID,HYPOTHESIS_ID,SUBSET
A group of people have an outside cookout.,A group of people racing cars.,2,SNLI-train,SNLI-CONTRADICTION,2526086176.jpg#2,2526086176.jpg#2r1c,SNLI
A safety inspector kneeling down checking off what appears to be train passenger seats.,An inspector is checking a train.,5,SNLI-train,SNLI-ENTAILMENT,2537757752.jpg#2,2537757752.jpg#2r1e,SNLI
A safety inspector kneeling down checking off what appears to be train passenger seats.,An inspector is checking a train before it's depearture.,4,SNLI-train,SNLI-NEUTRAL,2537757752.jpg#2,2537757752.jpg#2r1n,SNLI
A safety inspector kneeling down checking off what appears to be train passenger seats.,An inspector is sitting in his office.,2,SNLI-train,SNLI-CONTRADICTION,2537757752.jpg#2,2537757752.jpg#2r1c,SNLI
Five mariachis playing on the street.,A band is outdoors.,5,SNLI-train,SNLI-ENTAILMENT,2537801630.jpg#2,2537801630.jpg#2r1e,SNLI
Five mariachis playing on the street.,A mariachi band plays for passers-by.,4,SNLI-train,SNLI-NEUTRAL,2537801630.jpg#2,2537801630.jpg#2r1n,SNLI
Five mariachis playing on the street.,A mariachi is playing in a bar.,1,SNLI-train,SNLI-CONTRADICTION,2537801630.jpg#2,2537801630.jpg#2r1c,SNLI
A woman puts some dishes away in the cupboard.,The dishes are moving,1,SNLI-train,SNLI-ENTAILMENT,2550731326.jpg#4,2550731326.jpg#4r1e,SNLI
A woman puts some dishes away in the cupboard.,The dishes are dry,5,SNLI-train,SNLI-NEUTRAL,2550731326.jpg#4,2550731326.jpg#4r1n,SNLI
A woman puts some dishes away in the cupboard.,The pot is under the man's foot,2,SNLI-train,SNLI-CONTRADICTION,2550731326.jpg#4,2550731326.jpg#4r1c,SNLI
A group of young adults taking a break from boating.,A group of people are taking a break,5,SNLI-train,SNLI-ENTAILMENT,2566294211.jpg#0,2566294211.jpg#0r1e,SNLI
A group of young adults taking a break from boating.,A group of people are drinking beer,2,SNLI-train,SNLI-NEUTRAL,2566294211.jpg#0,2566294211.jpg#0r1n,SNLI
A group of young adults taking a break from boating.,A group of people are scuba diving,2,SNLI-train,SNLI-CONTRADICTION,2566294211.jpg#0,2566294211.jpg#0r1c,SNLI
The man in the black sweater is standing next to a green bird in a birdcage.,The bird is in a cage.,5,SNLI-train,SNLI-ENTAILMENT,2572101672.jpg#0,2572101672.jpg#0r1e,SNLI
The man in the black sweater is standing next to a green bird in a birdcage.,The man likes birds.,3,SNLI-train,SNLI-NEUTRAL,2572101672.jpg#0,2572101672.jpg#0r1n,SNLI
The man in the black sweater is standing next to a green bird in a birdcage.,The bird is free and flying.,2,SNLI-train,SNLI-CONTRADICTION,2572101672.jpg#0,2572101672.jpg#0r1c,SNLI
"There are two women smiling, one with a red jacket and blond-hair and another wearing a black pantsuit.",A blond woman in red and a woman in black smile at one another.,3,SNLI-train,SNLI-ENTAILMENT,2572810231.jpg#0,2572810231.jpg#0r1e,SNLI
"There are two women smiling, one with a red jacket and blond-hair and another wearing a black pantsuit.",Two co-workers have a chat during their break.,3,SNLI-train,SNLI-NEUTRAL,2572810231.jpg#0,2572810231.jpg#0r1n,SNLI
"There are two women smiling, one with a red jacket and blond-hair and another wearing a black pantsuit.",Two women wearing black dresses grin at each other.,1,SNLI-train,SNLI-CONTRADICTION,2572810231.jpg#0,2572810231.jpg#0r1c,SNLI
"The man is digging to find something important, gems, gold or other sort.",The man is digging to find something important.,5,SNLI-train,SNLI-ENTAILMENT,2576407111.jpg#0,2576407111.jpg#0r1e,SNLI
"The man is digging to find something important, gems, gold or other sort.","Some men are digging to find something important, gems, gold or other sort.",3,SNLI-train,SNLI-NEUTRAL,2576407111.jpg#0,2576407111.jpg#0r1n,SNLI
"The man is digging to find something important, gems, gold or other sort.","The woman is digging to find something important, gems, gold or other sort.",1,SNLI-train,SNLI-CONTRADICTION,2576407111.jpg#0,2576407111.jpg#0r1c,SNLI
Strange man in interesting wardrobe walks through crowd.,A strange man walks through a crowd.,5,SNLI-train,SNLI-ENTAILMENT,258089565.jpg#3,258089565.jpg#3r1e,SNLI
Strange man in interesting wardrobe walks through crowd.,A strange man in purple robes and a wizard hat walks through a crowd.,2,SNLI-train,SNLI-NEUTRAL,258089565.jpg#3,258089565.jpg#3r1n,SNLI
Strange man in interesting wardrobe walks through crowd.,A man in a business suit walks down the street.,2,SNLI-train,SNLI-CONTRADICTION,258089565.jpg#3,258089565.jpg#3r1c,SNLI
Road crew dressed in safety green shirts are standing near a white 4 x 4 truck.,Road crew standing near a truck outside.,5,SNLI-train,SNLI-ENTAILMENT,2598093366.jpg#0,2598093366.jpg#0r1e,SNLI
Road crew dressed in safety green shirts are standing near a white 4 x 4 truck.,Road crew are waiting for their coffee.,3,SNLI-train,SNLI-NEUTRAL,2598093366.jpg#0,2598093366.jpg#0r1n,SNLI
Road crew dressed in safety green shirts are standing near a white 4 x 4 truck.,Road crew trying to fix a fax machine.,1,SNLI-train,SNLI-CONTRADICTION,2598093366.jpg#0,2598093366.jpg#0r1c,SNLI
A young lady in her early twenties is sweeping the floor of her kitchen and smiling at the camera.,A young lady is inside sweeping.,5,SNLI-train,SNLI-ENTAILMENT,2602905768.jpg#0,2602905768.jpg#0r1e,SNLI
A young lady in her early twenties is sweeping the floor of her kitchen and smiling at the camera.,The lady is doing an add for the broom.,2,SNLI-train,SNLI-NEUTRAL,2602905768.jpg#0,2602905768.jpg#0r1n,SNLI
A young lady in her early twenties is sweeping the floor of her kitchen and smiling at the camera.,The lady is planting daisies in her yard.,1,SNLI-train,SNLI-CONTRADICTION,2602905768.jpg#0,2602905768.jpg#0r1c,SNLI
"A man with a white shirt and pants wearing a black and white hat in front of a fire hydrant leaning against a white truck that says Caution-Children, Good Humor.",The Good Humor truck driver in his uniform is leaning against a fire hydrant.,5,SNLI-train,SNLI-ENTAILMENT,2609031486.jpg#0,2609031486.jpg#0r1e,SNLI
"A man with a white shirt and pants wearing a black and white hat in front of a fire hydrant leaning against a white truck that says Caution-Children, Good Humor.",The Good Humor truck warns that children are around.,3,SNLI-train,SNLI-NEUTRAL,2609031486.jpg#0,2609031486.jpg#0r1n,SNLI
"A man with a white shirt and pants wearing a black and white hat in front of a fire hydrant leaning against a white truck that says Caution-Children, Good Humor.",The man is not working.,3,SNLI-train,SNLI-CONTRADICTION,2609031486.jpg#0,2609031486.jpg#0r1c,SNLI
A child looks at rodents in a glass display.,There is a child looking at rodents.,5,SNLI-train,SNLI-ENTAILMENT,2622517932.jpg#4,2622517932.jpg#4r1e,SNLI
A child looks at rodents in a glass display.,The child is interested in rodents.,4,SNLI-train,SNLI-NEUTRAL,2622517932.jpg#4,2622517932.jpg#4r1n,SNLI
A child looks at rodents in a glass display.,There is a man looking at snakes.,1,SNLI-train,SNLI-CONTRADICTION,2622517932.jpg#4,2622517932.jpg#4r1c,SNLI
A young man lights a lighter while another looks on.,A lighter gets lit.,5,SNLI-train,SNLI-ENTAILMENT,2623247254.jpg#4,2623247254.jpg#4r1e,SNLI
A young man lights a lighter while another looks on.,A young man twiddles his thumbs.,2,SNLI-train,SNLI-CONTRADICTION,2623247254.jpg#4,2623247254.jpg#4r1c,SNLI
Men singing blues in one of the lovely orchestra episodes courtesy of Shell corporation of America.,a man is singing the blues.,5,SNLI-train,SNLI-ENTAILMENT,2628745411.jpg#0,2628745411.jpg#0r1e,SNLI
Men singing blues in one of the lovely orchestra episodes courtesy of Shell corporation of America.,a man is a musician.,5,SNLI-train,SNLI-NEUTRAL,2628745411.jpg#0,2628745411.jpg#0r1n,SNLI
Men singing blues in one of the lovely orchestra episodes courtesy of Shell corporation of America.,a man i sdancing.,0,SNLI-train,SNLI-CONTRADICTION,2628745411.jpg#0,2628745411.jpg#0r1c,SNLI
"There are people in a museum, looking at wall panels and columns from antiquity.",There are people looking at old things that have been preserved.,5,SNLI-train,SNLI-ENTAILMENT,2629784415.jpg#2,2629784415.jpg#2r1e,SNLI
"There are people in a museum, looking at wall panels and columns from antiquity.",People at a museum look at Roman artifacts.,4,SNLI-train,SNLI-NEUTRAL,2629784415.jpg#2,2629784415.jpg#2r1n,SNLI
"There are people in a museum, looking at wall panels and columns from antiquity.",The people are looking at contemporary art in a museum.,2,SNLI-train,SNLI-CONTRADICTION,2629784415.jpg#2,2629784415.jpg#2r1c,SNLI
A bride applies lip balm.,A bride puts on lip balm.,5,SNLI-train,SNLI-ENTAILMENT,2636930201.jpg#4,2636930201.jpg#4r1e,SNLI
A bride applies lip balm.,A bride prepares for her wedding.,5,SNLI-train,SNLI-NEUTRAL,2636930201.jpg#4,2636930201.jpg#4r1n,SNLI
A bride applies lip balm.,A bride walking down the aisle.,3,SNLI-train,SNLI-CONTRADICTION,2636930201.jpg#4,2636930201.jpg#4r1c,SNLI
Four teenagers having a blast in a basement playing the video game Rock Band.,Teens having fun.,5,SNLI-train,SNLI-ENTAILMENT,2644348489.jpg#1,2644348489.jpg#1r1e,SNLI
Four teenagers having a blast in a basement playing the video game Rock Band.,Teens challenging each other with Beatles songs.,3,SNLI-train,SNLI-NEUTRAL,2644348489.jpg#1,2644348489.jpg#1r1n,SNLI
Four teenagers having a blast in a basement playing the video game Rock Band.,A boy takes piano lessons.,1,SNLI-train,SNLI-CONTRADICTION,2644348489.jpg#1,2644348489.jpg#1r1c,SNLI
A man carving an eagle out of a tree stump with a chainsaw.,A man does chainsaw art.,5,SNLI-train,SNLI-ENTAILMENT,2668179897.jpg#3,2668179897.jpg#3r1e,SNLI
A man carving an eagle out of a tree stump with a chainsaw.,A man does his first chainsaw art.,3,SNLI-train,SNLI-NEUTRAL,2668179897.jpg#3,2668179897.jpg#3r1n,SNLI
A man carving an eagle out of a tree stump with a chainsaw.,A woman hauls a tree stump.,2,SNLI-train,SNLI-CONTRADICTION,2668179897.jpg#3,2668179897.jpg#3r1c,SNLI
"Men, wearing red traditional garb, appear to be taking part in a religious Buddhist tradition outside a temple.",A traditional men participating in religious activities outside the temple.,4,SNLI-train,SNLI-ENTAILMENT,2675643250.jpg#0,2675643250.jpg#0r1e,SNLI
"Men, wearing red traditional garb, appear to be taking part in a religious Buddhist tradition outside a temple.",Men as he was not allowed inside the temple he is taking part in religious activities outside the temple.,3,SNLI-train,SNLI-NEUTRAL,2675643250.jpg#0,2675643250.jpg#0r1n,SNLI
"Men, wearing red traditional garb, appear to be taking part in a religious Buddhist tradition outside a temple.",Men without red traditional garb is not allowed inside the temple.,3,SNLI-train,SNLI-CONTRADICTION,2675643250.jpg#0,2675643250.jpg#0r1c,SNLI
a midget jumps over another midget.,The midget sails through the air,4,SNLI-train,SNLI-ENTAILMENT,2687529141.jpg#4,2687529141.jpg#4r1e,SNLI
a midget jumps over another midget.,The midgets are brothers,3,SNLI-train,SNLI-NEUTRAL,2687529141.jpg#4,2687529141.jpg#4r1n,SNLI
a midget jumps over another midget.,The full grown men play rock paper scissors,1,SNLI-train,SNLI-CONTRADICTION,2687529141.jpg#4,2687529141.jpg#4r1c,SNLI
The woman in the blue saree is laughing.,A woman wearing blue laughing.,5,SNLI-train,SNLI-ENTAILMENT,2691271455.jpg#4,2691271455.jpg#4r1e,SNLI
The woman in the blue saree is laughing.,A woman wearing blue laughing at a comedian telling jokes.,3,SNLI-train,SNLI-NEUTRAL,2691271455.jpg#4,2691271455.jpg#4r1n,SNLI
The woman in the blue saree is laughing.,A woman wearing blue sitting silently with no expression on her face.,2,SNLI-train,SNLI-CONTRADICTION,2691271455.jpg#4,2691271455.jpg#4r1c,SNLI
"A group of people sit on the beach, beyond a sign warning of rogue waves.",A group of people is at the beach.,5,SNLI-train,SNLI-ENTAILMENT,269444846.jpg#1,269444846.jpg#1r1e,SNLI
"A group of people sit on the beach, beyond a sign warning of rogue waves.","The people are holding surfboards, and looking at the waves.",3,SNLI-train,SNLI-NEUTRAL,269444846.jpg#1,269444846.jpg#1r1n,SNLI
"A group of people sit on the beach, beyond a sign warning of rogue waves.",The people are running away from a big wave.,2,SNLI-train,SNLI-CONTRADICTION,269444846.jpg#1,269444846.jpg#1r1c,SNLI
An older man with his nipples peirced stands shirtless.,A shirtless man makes strangers nervous.,4,SNLI-train,SNLI-ENTAILMENT,2699125097.jpg#2,2699125097.jpg#2r1e,SNLI
An older man with his nipples peirced stands shirtless.,"The adult man is looking for a shirt he lost, but is not able to find his shirt.",2,SNLI-train,SNLI-NEUTRAL,2699125097.jpg#2,2699125097.jpg#2r1n,SNLI
An older man with his nipples peirced stands shirtless.,The woman lost her shoes and cannot walk home.,1,SNLI-train,SNLI-CONTRADICTION,2699125097.jpg#2,2699125097.jpg#2r1c,SNLI
A kid with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is yelling.,A kid with a hat and braces holding onto a skateboard and appearing to be yelling.,5,SNLI-train,SNLI-ENTAILMENT,2701635619.jpg#0,2701635619.jpg#0r1e,SNLI
A kid with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is yelling.,Someone is mad that they couldn't use their skateboard properly,3,SNLI-train,SNLI-NEUTRAL,2701635619.jpg#0,2701635619.jpg#0r1n,SNLI
A kid with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is yelling.,"A girl with a dress holding a purse, rides her scooter smiling.",1,SNLI-train,SNLI-CONTRADICTION,2701635619.jpg#0,2701635619.jpg#0r1c,SNLI
A man with a ponytail wearing a blue collared shirt is playing an instrument's mouthpiece.,An instrument is being played by a man.,5,SNLI-train,SNLI-ENTAILMENT,2716718260.jpg#1,2716718260.jpg#1r1e,SNLI
A man with a ponytail wearing a blue collared shirt is playing an instrument's mouthpiece.,The man is performing in an orchestra.,3,SNLI-train,SNLI-NEUTRAL,2716718260.jpg#1,2716718260.jpg#1r1n,SNLI
A man with a ponytail wearing a blue collared shirt is playing an instrument's mouthpiece.,The bald man is playing an instrument.,2,SNLI-train,SNLI-CONTRADICTION,2716718260.jpg#1,2716718260.jpg#1r1c,SNLI
Rays of sunlight poke through the slits of a house and illuminate a man and a woman as they chat.,There are openings in the walls.,5,SNLI-train,SNLI-ENTAILMENT,2719557723.jpg#0,2719557723.jpg#0r1e,SNLI
Rays of sunlight poke through the slits of a house and illuminate a man and a woman as they chat.,They are talking about what to eat.,3,SNLI-train,SNLI-NEUTRAL,2719557723.jpg#0,2719557723.jpg#0r1n,SNLI
Rays of sunlight poke through the slits of a house and illuminate a man and a woman as they chat.,They are asleep.,1,SNLI-train,SNLI-CONTRADICTION,2719557723.jpg#0,2719557723.jpg#0r1c,SNLI
The rider throws his hand up for balance as the brown horse bucks.,A person rides a horse.,5,SNLI-train,SNLI-ENTAILMENT,2721004585.jpg#3,2721004585.jpg#3r1e,SNLI
The rider throws his hand up for balance as the brown horse bucks.,The rider falls off of a calm horse.,4,SNLI-train,SNLI-CONTRADICTION,2721004585.jpg#3,2721004585.jpg#3r1c,SNLI
A young man is taking a self-portrait of his reflected image with a medium format camera while standing on an escalator.,A man is taking a picture.,5,SNLI-train,SNLI-ENTAILMENT,2725025738.jpg#0,2725025738.jpg#0r1e,SNLI
A young man is taking a self-portrait of his reflected image with a medium format camera while standing on an escalator.,A young man wants to test his camera by taking a reflection picture.,4,SNLI-train,SNLI-NEUTRAL,2725025738.jpg#0,2725025738.jpg#0r1n,SNLI
A young man is taking a self-portrait of his reflected image with a medium format camera while standing on an escalator.,A boy brushes his teeth in a bathroom.,1,SNLI-train,SNLI-CONTRADICTION,2725025738.jpg#0,2725025738.jpg#0r1c,SNLI
A man wearing a gray shirt is taking clippings from a large plant.,The man is wearing a gray shirt,5,SNLI-train,SNLI-ENTAILMENT,273602422.jpg#0,273602422.jpg#0r1e,SNLI
A man wearing a gray shirt is taking clippings from a large plant.,The man is using that plant to make herbal medicine.,3,SNLI-train,SNLI-NEUTRAL,273602422.jpg#0,273602422.jpg#0r1n,SNLI
A man wearing a gray shirt is taking clippings from a large plant.,The man is feeding his dog.,1,SNLI-train,SNLI-CONTRADICTION,273602422.jpg#0,273602422.jpg#0r1c,SNLI
Grandparents watching their daughter and great grandchild with adornment.,Grandparents watching their daughter and great grandchild.,5,SNLI-train,SNLI-ENTAILMENT,2737106219.jpg#1,2737106219.jpg#1r1e,SNLI
Grandparents watching their daughter and great grandchild with adornment.,Grandparents happily watching their daughter and great grandchild with adornment.,5,SNLI-train,SNLI-NEUTRAL,2737106219.jpg#1,2737106219.jpg#1r1n,SNLI
Grandparents watching their daughter and great grandchild with adornment.,Children watching their parents and grandparents with astonishment.,2,SNLI-train,SNLI-CONTRADICTION,2737106219.jpg#1,2737106219.jpg#1r1c,SNLI
Two outdoorsmen stand by a stony edifice in a forest.,two men are in a forest.,5,SNLI-train,SNLI-ENTAILMENT,2743298738.jpg#3,2743298738.jpg#3r1e,SNLI
