CONTEXT,HYPOTHESIS,LABEL,CONTEXT_FROM,HYPOTHESIS_FROM,SUBSET
"A group of individuals, gathered around a pit fire and wieners on a grill, are drinking an assortment of beverages.",some people are on a grill .,1,SNLI-train,AGCI-NN,AGCI
The man is standing behind his opened back hatch of his vehicle .,The hatch is a parturition .,1,SNLI-train,AGCI-WK,AGCI
"A young girl with a white vest , pink sleeves and pink knit hat with flower is looking at the flower blossoms on a tree .",An image fades since the blossoms .,2,SNLI-dev,AGCI-WK,AGCI
A young child in a green shirt and crocks looking down a drain,The crocks are a jar .,1,SNLI-train,AGCI-WK,AGCI
Tim was shopping for jeans,A mall sells the jeans .,3,ROCStories,AGCI-WK,AGCI
"A hockey game faceoff , always ends in a rumble .",The rumble is a fight .,4,SNLI-train,AGCI-WK,AGCI
A cat under the bench hissing with a dog growling and trying to get it .,The growling is a cry .,3,SNLI-train,AGCI-WK,AGCI
A guy grinds a windowsill near an old windmill,A person is trapped in the windmill .,3,SNLI-train,AGCI-WK,AGCI
A small baby is crying with eyes closed and fists clenched .,The fists are a hand .,5,SNLI-train,AGCI-WK,AGCI
Gina was standing outside of her car looking inside,"There, in the ignition were her keys.",3,ROCStories-1st,ROCStories-2nd,ROC
A airline stewardess serving passengers on a plane .,The airline has an aircraft .,5,SNLI-train,AGCI-WK,AGCI
Two woman hiking stop to admire the view .,An incident leads to the hiking .,1,SNLI-train,AGCI-WK,AGCI
There 's a red bus making a left turn into a traffic circle that has a sprinkler system .,The system is a plan of action .,1,SNLI-test,AGCI-WK,AGCI
A smiling bearded man wearing safety goggles and a brown checked shirt is holding a brown toy lemur which has a white face .,The lemur is thought to be extinct .,2,SNLI-train,AGCI-WK,AGCI
A young child with ringlet curls laying in a grassy area blows dandelion fuzz off a stem .,The fuzz loses .,1,SNLI-train,AGCI-WK,AGCI
A man in khakis sitting at a table with a sign that reads '' poet for hire . '',The poet is unknown .,3,SNLI-test,AGCI-WK,AGCI
A woman with red-hair and a leather jacket holds a harp in front of a snowy forest .,The harp is a free-reed instrument .,5,SNLI-test,AGCI-WK,AGCI
A friend of the family has an old farm,A person creates the farm .,3,ROCStories,AGCI-WK,AGCI
A man bathes in a waterfall as another man looks on .,A person hears the waterfall .,4,SNLI-train,AGCI-WK,AGCI
"A woman with pink bangs and a child are sitting at a table , about to eat a meal .",A person hits the bangs .,1,SNLI-train,AGCI-WK,AGCI
Mike thought he was the smartest person in his class,The person has a time .,2,ROCStories,AGCI-WK,AGCI
Kim was driving home as a hurricane was coming,The hurricane kills people .,3,ROCStories,AGCI-WK,AGCI
Rob liked to make waffles,A person creates the waffles .,3,ROCStories,AGCI-WK,AGCI
Dakota hated mint flavor so - he really hated the taste of toothpaste,Dakota lied to his mom and only pretended to brush his teeth.,5,ROCStories-1st,ROCStories-2nd,ROC
A lady by the water is grasping a black pot .,The pot is cannabis .,1,SNLI-train,AGCI-WK,AGCI
Two black dogs are running on pavement,The pavement is a paved surface .,5,SNLI-train,AGCI-WK,AGCI
A blond-haired doctor and her African american assistant looking threw new medical manuals .,The assistant is injured .,2,SNLI-test,AGCI-WK,AGCI
a small girl playing in a little tikes ' playground set .,The tikes are funny .,1,SNLI-train,AGCI-WK,AGCI
"Two women stand on a beach and perform stretches or yoga together , facing towards the water and away from the camera .",The yoga is an exercise .,5,SNLI-dev,AGCI-WK,AGCI
A man holding an umbrella stands on the side of a street .,The umbrella is inappropriate .,2,SNLI-train,AGCI-WK,AGCI
A man climbing an icy glacier with the assistance of a pick.,a man is hiking on the woods .,1,SNLI-train,AGCI-NN,AGCI
Max was scared of penguins,An edition is released by the penguins .,1,ROCStories,AGCI-WK,AGCI
A white swan is skimming across the surface of the water .,The swan carries a strain .,1,SNLI-train,AGCI-WK,AGCI
"Men playing basketball , the guy with the ball is attempting a layup .",A person follows the layup .,2,SNLI-test,AGCI-WK,AGCI
"Two men , one with a camera and another with hair clippers are helping another man in kitchen .",The clippers is shears .,5,SNLI-dev,AGCI-WK,AGCI
Two boats racing one white and one red boat speeding on the lake .,The speeding kills people .,2,SNLI-train,AGCI-WK,AGCI
A person on crutches showing his beliefs on the street .,The beliefs are a content .,1,SNLI-train,AGCI-WK,AGCI
Construction worker holding a metal slate .,A person is at the top of the slate .,2,SNLI-train,AGCI-WK,AGCI
Civil unrest on a public street .,The unrest is reported .,4,SNLI-train,AGCI-WK,AGCI
Jimmy needed to get a new lamp,He went to the hardware store.,5,ROCStories-1st,ROCStories-3rd,ROC
A band performing on stage while the crowd observes with there hands in the air .,The there is a location .,5,SNLI-train,AGCI-WK,AGCI
People dancing and being watched by a man wearing a shirt that says security .,The security is a precaution .,4,SNLI-dev,AGCI-WK,AGCI
Two archaeologists digging out some archaeologist things .,The archaeologists die .,2,SNLI-train,AGCI-WK,AGCI
the man feels that he will have a better idea of what his hat will look like from above .,A reaction reflects the idea .,1,SNLI-train,AGCI-WK,AGCI
Two children sharing a space that permits them both to maximize their individual aspirations .,The aspirations are a desire .,5,SNLI-train,AGCI-WK,AGCI
A basset hound is tied to a doorway in an alley in front of a man and woman .,The hound is a hunting dog .,5,SNLI-dev,AGCI-WK,AGCI
Girl graduating from college with flower necklace on .,The college is an educational institution .,5,SNLI-train,AGCI-WK,AGCI
Lucy got her nails professionally done,She loved the way they looked.,4,ROCStories-1st,ROCStories-2nd,ROC
A girl in a pink shirt is reading a book on an e-book reader .,The reader is a clergyman .,3,SNLI-train,AGCI-WK,AGCI
I had a great time on my birthday with - emails and cards from friends,"When I drove home, I had a hard time finding a place to park.",3,ROCStories-1st,ROCStories-3rd,ROC
Andrea was nervous when she arrived to color guard tryouts,She had been practicing for the past month.,5,ROCStories-1st,ROCStories-2nd,ROC
A man or older boy is standing up in a blue and white speedboat that 's parked in a driveway .,The speedboat kills people .,2,SNLI-train,AGCI-WK,AGCI
A man is tying his shoe lace .,The lace is a fabric .,3,SNLI-train,AGCI-WK,AGCI
A toddler is intrigued by a toy lego set in a bookstore .,The lego combines words .,1,SNLI-test,AGCI-WK,AGCI
A boy in a blue boat tied to a larger boat dumps out a bucket of water .,The dumps have a capacity .,1,SNLI-train,AGCI-WK,AGCI
Jericho was a miniature schnauzer my cousin owned,The schnauzer is a terrier .,3,ROCStories,AGCI-WK,AGCI
people walk by a busy city center as makers mark advertises three billboards .,The mark is an evaluation .,3,SNLI-train,AGCI-WK,AGCI
Six people casting their ballot in an election .,The election is a vote .,5,SNLI-train,AGCI-WK,AGCI
A young boy in a dental examination .,A person passes the examination .,3,SNLI-test,AGCI-WK,AGCI
Boy holding an icicle pretending it is a gun .,A development involves the icicle .,1,SNLI-train,AGCI-WK,AGCI
A woman in a knit cap is selling nuts .,The nuts are a gonad .,2,SNLI-train,AGCI-WK,AGCI
Ben did n't like art and his wife knew how much he hated it,The art is safe .,3,ROCStories,AGCI-WK,AGCI
Two men in hard hats and safety neon vests on scaffolding working outside in the daylight .,The daylight grows .,1,SNLI-test,AGCI-WK,AGCI
Raven was performing songs on youtube,A person sings the songs .,4,ROCStories,AGCI-WK,AGCI
A truck driver in a blue shirt sits in the cab of his big rig with the doors open .,The cab is a car .,5,SNLI-train,AGCI-WK,AGCI
"A young girl in pink pants and a white top stands watering a group of household plants in her driveway , standing next to the family car .",A person walks up the driveway .,4,SNLI-dev,AGCI-WK,AGCI
A blonde lady with a rat tail had a son,The lady is sentenced to years .,2,ROCStories,AGCI-WK,AGCI
Members of an African tribe are gathered in front of their huts .,People echo the tribe .,2,SNLI-train,AGCI-WK,AGCI
A young boy reaches for and touches the propeller of a vintage aircraft .,The aircraft is fiddled .,3,SNLI-dev,AGCI-WK,AGCI
A band that is playing outside for a benefit in New York .,The benefit is a payment .,3,SNLI-train,AGCI-WK,AGCI
Miranda and her boyfriend were seeing a movie,A person lives with the boyfriend .,3,ROCStories,AGCI-WK,AGCI
A group of children climb on a play structure while caretakers watch on .,A report quotes the caretakers .,1,SNLI-train,AGCI-WK,AGCI
Jane was looking for new clothes for her spring wardrobe,When she got there it didn't look like they would have anything.,3,ROCStories-1st,ROCStories-3rd,ROC
A solo snowboarder swooshes down a mountain leaving a cloud of powdery snow in his wake .,The snowboarder wins an appeal .,2,SNLI-train,AGCI-WK,AGCI
Three boy teenagers and two female teenagers are making excited facial expressions .,A person is at a loss for the expressions .,2,SNLI-train,AGCI-WK,AGCI
The man takes pride in his craft as he concentrates on his carving .,The pride is a mortal sin .,2,SNLI-train,AGCI-WK,AGCI
The men are wearing purple and carrying a silver casket .,The casket is a box .,5,SNLI-train,AGCI-WK,AGCI
A wet black lab with a red collar is standing in the water .,A pet wears the collar .,5,SNLI-test,AGCI-WK,AGCI
A school aged child wearing makeup and doing a hand sign sits on the ground among similar aged children who are all making the same sign .,The school is a building .,5,SNLI-test,AGCI-WK,AGCI
A left-handed pitcher wearing the number 40 is throwing a ball to a catcher .,A group includes the 40 .,1,SNLI-dev,AGCI-WK,AGCI
Fred and I went bowling last Saturday,The bowling is taken .,1,ROCStories,AGCI-WK,AGCI
My mom left the shopping cart by the checkout section,A random person walked to the cart.,3,ROCStories-1st,ROCStories-3rd,ROC
A man giving a speech for the student financial administrators .,An employment is controlled by the administrators .,2,SNLI-train,AGCI-WK,AGCI
Three contestants eating pie with cream over their faces .,The pie is a pastry .,5,SNLI-train,AGCI-WK,AGCI
"A young boy with close-cropped hair , wearing a red robe , is holding a black kettle as someone is about to pour something in it .",The kettle is a pot .,5,SNLI-test,AGCI-WK,AGCI
A hair dresser is applying permed on a client 's hair in a salon .,The client is a computer .,1,SNLI-train,AGCI-WK,AGCI
Bob was watering his garden,A company assembles the garden to be restored .,1,ROCStories,AGCI-WK,AGCI
A baby and a toddler are smiling whilst playing in a nursery .,The nursery opens .,3,SNLI-train,AGCI-WK,AGCI
Lee bought a brand new vehicle,One day a storm was headed in.,3,ROCStories-1st,ROCStories-3rd,ROC
"With the dam in the distance , the boy piggy backed onto the man in the black jacket holding a frisbee .",The dam is illegal .,2,SNLI-train,AGCI-WK,AGCI
Sam heard a bang at the front door of his store,The bang is a blow .,3,ROCStories,AGCI-WK,AGCI
A construction worker is grabbing his ass .,A lady likes the ass .,3,SNLI-train,AGCI-WK,AGCI
An older man is adjusting equipment for skeet shooting .,A person fires the shooting .,1,SNLI-train,AGCI-WK,AGCI
Woman in blue jacket shows off her vintage car in front of Nathalie 's DollHouse .,The DollHouse reflects years .,1,SNLI-train,AGCI-WK,AGCI
Bianca had a very bad cold,A person dies after the cold .,2,ROCStories,AGCI-WK,AGCI
Steve went to his kitchen to get a cold glass of water,A person runs to the kitchen .,3,ROCStories,AGCI-WK,AGCI
Children are playing a sport on a field .,The sport is a diversion .,3,SNLI-train,AGCI-WK,AGCI
Two black and white dogs looking at a black and white kitten who is sitting on top of a tank with hoses on it .,The kitten is a young mammal .,5,SNLI-dev,AGCI-WK,AGCI
"In the 2012 london olympics , two women , one from great britain are sparring in a match watched by two judges and many other people .",The match is a duplicate .,1,SNLI-train,AGCI-WK,AGCI
a lone climber on a snowy moutainside .,A person plays the climber .,1,SNLI-train,AGCI-WK,AGCI
The men are wearing purple and carrying a silver casket .,A person touches the casket .,5,SNLI-train,AGCI-WK,AGCI
Jenny was driving down the road when suddenly another car hit her,The road is a way .,5,ROCStories,AGCI-WK,AGCI
The musher is pressing the dogs to the finish line .,A dog is released to the musher .,3,SNLI-train,AGCI-WK,AGCI
Two men in a school gym setting wearing fencing gear and one lunging deeply at the other to pierce him in the left flank .,An army appears to be in control of the flank .,1,SNLI-train,AGCI-WK,AGCI
"The first baseman diving to catch a throw , while the runner touches first base in a softball game",The throw is a recipe for a disaster .,2,SNLI-train,AGCI-WK,AGCI
Black school boys in uniforms make deals with a white man under the garage door .,The deals weaken a popularity .,1,SNLI-train,AGCI-WK,AGCI
A young girl who is barefoot and with a scarf over her head dips her pen in ink and writes in a notebook .,The ink is a liquid .,5,SNLI-dev,AGCI-WK,AGCI
A young man and a young women in white lab coats are reading a biology textbook together and looking at a microscope in a laboratory .,A person loves the textbook .,3,SNLI-dev,AGCI-WK,AGCI
